Date,Code,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Rank
2022-11-14,005389,현대차3우B,KOSPI,,80200,1,1400,1.78,79000,80600,79000,11851,948156700,194784547000,2428735,STK,910
2022-11-14,094170,동운아나텍,KOSDAQ,벤처기업부,10750,2,-50,-0.46,10850,10900,10550,246092,2631636950,194696303000,18111284,KSQ,911
2022-11-14,128820,대성산업,KOSPI,,4300,1,145,3.49,4185,4310,4170,264554,1127700715,194512555400,45235478,STK,912
2022-11-14,122990,와이솔,KOSDAQ,우량기업부,6900,3,0,0.0,6900,7010,6790,72441,499038320,194489892900,28186941,KSQ,913
2022-11-14,228760,지노믹트리,KOSDAQ,기술성장기업부,9370,1,20,0.21,9450,9450,9230,14863,138361120,194213882740,20727202,KSQ,914
2022-11-14,002780,진흥기업,KOSPI,,1335,3,0,0.0,1330,1400,1315,1982983,2671023310,194204779575,145471745,STK,915
2022-11-14,366030,공구우먼,KOSDAQ,중견기업부,8800,2,-360,-3.93,9160,9200,8750,588393,5229467180,193886880000,22032600,KSQ,916
2022-11-14,031440,신세계푸드,KOSPI,,50000,1,450,0.91,49700,50600,49550,12851,642386850,193624000000,3872480,STK,917
2022-11-14,241840,에이스토리,KOSDAQ,중견기업부,20250,2,-250,-1.22,20450,20900,20050,84544,1727757000,193184878500,9539994,KSQ,918
2022-11-14,234080,JW생명과학,KOSPI,,12200,3,0,0.0,12200,12300,12150,16069,196429850,193181558800,15834554,STK,919
2022-11-14,010580,에스엠벡셀,KOSPI,,1735,2,-155,-8.2,1900,2030,1730,791885,1471047605,193021803600,111251760,STK,920
2022-11-14,006840,AK홀딩스,KOSPI,,14550,2,-150,-1.02,14700,15000,14550,11856,173889750,192752012550,13247561,STK,921
2022-11-14,348150,고바이오랩,KOSDAQ,기술성장기업부,11300,1,50,0.44,11200,11450,11150,14850,167731000,192445203700,17030549,KSQ,922
2022-11-14,052260,현대바이오랜드,KOSDAQ,중견기업부,12800,1,100,0.79,12750,13000,12650,38239,490179350,192000000000,15000000,KSQ,923
2022-11-14,001270,부국증권,KOSPI,,18500,2,-100,-0.54,18600,18750,18300,4182,77144950,191842891000,10369886,STK,924
2022-11-14,079430,현대리바트,KOSPI,,9330,1,440,4.95,8890,9700,8850,116143,1086910300,191594181060,20535282,STK,925
2022-11-14,105840,우진,KOSPI,,9420,1,20,0.21,9470,9630,9370,747447,7089712800,191448443880,20323614,STK,926
2022-11-14,044340,위닉스,KOSDAQ,우량기업부,10700,1,250,2.39,10500,10800,10450,36597,390811200,191245647500,17873425,KSQ,927
2022-11-14,007330,푸른저축은행,KOSDAQ,우량기업부,12650,1,50,0.4,12600,12700,12150,172530,2153413750,190797420000,15082800,KSQ,928
2022-11-14,270660,에브리봇,KOSDAQ,벤처기업부,15650,1,150,0.97,15650,16000,15450,275278,4342073600,190794502300,12191342,KSQ,929
2022-11-14,015360,예스코홀딩스,KOSPI,,31650,2,-300,-0.94,32000,32050,31550,3374,106898350,189900000000,6000000,STK,930
2022-11-14,067080,대화제약,KOSDAQ,우량기업부,10200,1,150,1.49,10000,10350,10000,115428,1173399250,189889830000,18616650,KSQ,931
2022-11-14,216050,인크로스,KOSDAQ,벤처기업부,14750,2,-350,-2.32,15150,15300,14600,52034,776754700,189437524500,12843222,KSQ,932
2022-11-14,190510,나무가,KOSDAQ,중견기업부,12450,1,350,2.89,12100,12700,11900,471812,5843434450,189194445450,15196341,KSQ,933
2022-11-14,003555,LG우,KOSPI,,62600,1,100,0.16,62500,62800,62000,2548,159090700,189153412000,3021620,STK,934
2022-11-14,054450,텔레칩스,KOSDAQ,벤처기업부,13650,3,0,0.0,13750,14100,13650,153610,2129475250,189133185150,13855911,KSQ,935
2022-11-14,102120,어보브반도체,KOSDAQ,우량기업부,10600,3,0,0.0,10650,10750,10500,140024,1483575050,188475981800,17780753,KSQ,936
2022-11-14,049950,미래컴퍼니,KOSDAQ,벤처기업부,21850,2,-1400,-6.02,22550,22650,21700,189964,4181792800,187622017000,8586820,KSQ,937
2022-11-14,002100,경농,KOSPI,,9600,1,70,0.73,9530,9620,9400,23087,220847930,187416720000,19522575,STK,938
2022-11-14,300080,플리토,KOSDAQ,기술성장기업부,35850,2,-450,-1.24,36300,36450,35600,5071,182103600,187097959350,5218911,KSQ,939
2022-11-14,018290,브이티지엠피,KOSDAQ,우량기업부,5420,2,-10,-0.18,5400,5480,5370,73893,399345200,186902700060,34483893,KSQ,940
2022-11-14,073490,이노와이어리스,KOSDAQ,우량기업부,27700,2,-250,-0.89,28000,28200,27400,1476469,48740930480,186629968800,6737544,KSQ,941
2022-11-14,236200,슈프리마,KOSDAQ,우량기업부,25900,2,-1000,-3.72,26800,26850,25600,78727,2046433350,186305770700,7193273,KSQ,942
2022-11-14,016610,DB금융투자,KOSPI,,4385,1,55,1.27,4350,4440,4350,43818,193020155,186127415765,42446389,STK,943
2022-11-14,036630,세종텔레콤,KOSDAQ,관리종목(소속부없음),669,2,-1,-0.15,670,676,668,358171,240527951,185872910853,277836937,KSQ,944
2022-11-14,363260,모비데이즈,KOSDAQ,벤처기업부,1160,1,45,4.04,1200,1365,1130,10575506,13098159920,185621862520,160018847,KSQ,945
2022-11-14,362320,청담글로벌,KOSDAQ,중견기업부,9030,2,-190,-2.06,9110,9320,9010,1005923,9210175070,185578148700,20551290,KSQ,946
2022-11-14,090360,로보스타,KOSDAQ,중견기업부,19000,1,50,0.26,19100,19450,18800,73095,1403168900,185250000000,9750000,KSQ,947
2022-11-14,000540,흥국화재,KOSPI,,2880,1,40,1.41,2845,2880,2820,25559,73329365,185018817600,64242645,STK,948
2022-11-14,900290,GRT,KOSDAQ,외국기업(소속부없음),2745,1,40,1.48,2755,2810,2695,65168,179325710,184944375000,67375000,KSQ,949
2022-11-14,348340,뉴로메카,KOSDAQ,기술성장기업부,18750,3,0,0.0,18700,19350,18450,440489,8335181300,184789125000,9855420,KSQ,950
2022-11-14,103590,일진전기,KOSPI,,4975,2,-45,-0.9,5110,5110,4955,295745,1479883880,184474940250,37080390,STK,951
2022-11-14,023450,동남합성,KOSPI,,51100,1,100,0.2,51300,51500,51000,382,19528300,184471000000,3610000,STK,952
2022-11-14,138080,오이솔루션,KOSDAQ,우량기업부,17350,1,700,4.2,16650,17450,16650,41256,707615350,184328048250,10624095,KSQ,953
2022-11-14,015230,대창단조,KOSPI,,6430,2,-90,-1.38,6630,6640,6320,841214,5443483460,183719438900,28572230,STK,954
2022-11-14,064290,인텍플러스,KOSDAQ,우량기업부,14400,1,150,1.05,14200,14650,14050,93255,1336907800,183685852800,12755962,KSQ,955
2022-11-14,058430,포스코스틸리온,KOSPI,,30600,1,900,3.03,30000,31000,29850,32678,1001470800,183600000000,6000000,STK,956
2022-11-14,417310,코람코더원리츠,KOSPI,,4515,2,-55,-1.2,4570,4650,4405,30470,136639260,182406000000,40400000,STK,957
2022-11-14,049180,셀루메드,KOSDAQ,벤처기업부,4515,1,65,1.46,4480,4595,4410,115576,521586835,181612141095,40224173,KSQ,958
2022-11-14,365270,큐라클,KOSDAQ,기술성장기업부,13150,1,300,2.33,12900,13200,12750,45531,593339900,181338079200,13789968,KSQ,959
2022-11-14,274090,켄코아에어로스페이스,KOSDAQ,기술성장기업부,14800,1,250,1.72,14700,15000,14100,456710,6673810600,181265190400,12247648,KSQ,960
2022-11-14,041930,동아화성,KOSDAQ,우량기업부,11450,2,-50,-0.43,11350,11450,11200,336459,3823089900,180910000000,15800000,KSQ,961
2022-11-14,004970,신라교역,KOSPI,,11300,2,-100,-0.88,11400,11650,11300,28166,321178900,180800000000,16000000,STK,962
2022-11-14,041590,플래스크,KOSDAQ,중견기업부,1450,2,-90,-5.84,1540,1540,1450,870498,1292774235,180751143450,124655961,KSQ,963
2022-11-14,394280,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,8650,2,-80,-0.92,8820,8830,8650,229277,1996055950,180746282600,20895524,KSQ,964
2022-11-14,376190,엘비루셈,KOSDAQ,중견기업부,7340,2,-80,-1.08,7330,7460,7310,58560,432246500,180564000000,24600000,KSQ,965
2022-11-14,079980,휴비스,KOSPI,,5230,2,-20,-0.38,5250,5320,5190,40234,211011790,180435000000,34500000,STK,966
2022-11-14,161580,필옵틱스,KOSDAQ,중견기업부,8170,1,200,2.51,7970,8400,7820,122001,993884380,179651004190,21989107,KSQ,967
2022-11-14,101530,해태제과식품,KOSPI,,6160,1,60,0.98,6140,6180,6110,11183,68692800,179359623520,29116822,STK,968
2022-11-14,137950,제이씨케미칼,KOSDAQ,우량기업부,8050,2,-190,-2.31,8240,8310,7960,529807,4276550570,179255902700,22267814,KSQ,969
2022-11-14,041440,현대에버다임,KOSDAQ,중견기업부,9990,2,-510,-4.86,10750,10800,9870,2242547,22776056390,178980280560,17915944,KSQ,970
2022-11-14,136540,윈스,KOSDAQ,우량기업부,12900,1,50,0.39,13000,13000,12750,7880,101721400,178847689800,13864162,KSQ,971
2022-11-14,109610,에스와이,KOSDAQ,중견기업부,3655,2,-65,-1.75,3790,3790,3640,800103,2948494475,178756547000,48907400,KSQ,972
2022-11-14,005945,NH투자증권우,KOSPI,,9470,1,70,0.74,9400,9550,9400,39731,376295930,178708066960,18870968,STK,973
2022-11-14,006490,인스코비,KOSPI,,1610,3,0,0.0,1610,1630,1585,565245,907267680,177541062720,110273952,STK,974
2022-11-14,02826K,삼성물산우B,KOSPI,,109000,1,500,0.46,110500,110500,108000,3256,355452000,177389325000,1627425,STK,975
2022-11-14,382480,지아이텍,KOSDAQ,벤처기업부,4505,2,-125,-2.7,4640,4665,4475,1171292,5353099810,177303915700,39357140,KSQ,976
2022-11-14,074430,아미노로직스,KOSDAQ,벤처기업부,2005,1,35,1.78,1970,2045,1955,775926,1551344345,176092822220,87826844,KSQ,977
2022-11-14,288620,에스퓨얼셀,KOSDAQ,벤처기업부,25600,2,-400,-1.54,26200,26650,25500,113395,2934386000,175982489600,6874316,KSQ,978
2022-11-14,397030,에이프릴바이오,KOSDAQ,기술성장기업부,16650,1,250,1.52,16250,16850,15900,118037,1935732450,175841066250,10561025,KSQ,979
2022-11-14,004710,한솔테크닉스,KOSPI,,5450,1,10,0.18,5440,5460,5370,33596,182393210,174998835100,32109878,STK,980
2022-11-14,263720,디앤씨미디어,KOSDAQ,중견기업부,14200,1,250,1.79,14250,14550,13950,37947,539275800,174306576200,12275111,KSQ,981
2022-11-14,060590,씨티씨바이오,KOSDAQ,중견기업부,7200,1,320,4.65,6910,7290,6850,104135,741877810,174103344000,24181020,KSQ,982
2022-11-14,009410,태영건설,KOSPI,,4475,2,-50,-1.1,4530,4620,4445,273427,1241964380,174073463550,38899098,STK,983
2022-11-14,115960,연우,KOSDAQ,우량기업부,14000,1,50,0.36,14050,14450,14000,41849,596276450,173572000000,12398000,KSQ,984
2022-11-14,306620,네온테크,KOSDAQ,벤처기업부,4160,1,50,1.22,4085,4270,4005,4298692,17845153590,173424605120,41688607,KSQ,985
2022-11-14,228850,레이언스,KOSDAQ,우량기업부,10450,2,-200,-1.88,10500,10650,10300,15120,157949550,173376096300,16591014,KSQ,986
2022-11-14,00279K,아모레G3우(전환),KOSPI,,24350,1,150,0.62,24200,24600,24000,5018,122256150,172695070000,7092200,STK,987
2022-11-14,004560,현대비앤지스틸,KOSPI,,11450,1,50,0.44,11450,11700,11400,100526,1162133000,172652385950,15078811,STK,988
2022-11-14,388050,지투파워,KOSDAQ,중견기업부,9470,2,-230,-2.37,9800,9810,9470,1919622,18542456720,172520207970,18217551,KSQ,989
2022-11-14,023910,대한약품,KOSDAQ,우량기업부,28750,1,50,0.17,28750,29000,28550,14630,420628250,172500000000,6000000,KSQ,990
2022-11-14,091090,세원이앤씨,KOSPI,,807,2,-17,-2.06,826,827,806,4335222,3514482916,172494177624,213747432,STK,991
2022-11-14,214180,헥토이노베이션,KOSDAQ,우량기업부,13000,1,600,4.84,12500,13000,12350,80659,1032640600,172343405000,13257185,KSQ,992
2022-11-14,002210,동성제약,KOSPI,,6600,3,0,0.0,6600,6650,6550,27278,179454960,172266402000,26100970,STK,993
2022-11-14,065450,빅텍,KOSDAQ,우량기업부,6000,2,-200,-3.23,6100,6130,5920,1620550,9743311320,171916800000,28652800,KSQ,994
2022-11-14,160550,NEW,KOSDAQ,중견기업부,6160,1,130,2.16,5950,6230,5950,167366,1031790940,171901612960,27906106,KSQ,995
2022-11-14,138580,비즈니스온,KOSDAQ,벤처기업부,7610,1,50,0.66,7540,7670,7540,11186,85220440,171652400430,22556163,KSQ,996
2022-11-14,036190,금화피에스시,KOSDAQ,우량기업부,28600,2,-250,-0.87,28650,28800,28150,5446,154634700,171600000000,6000000,KSQ,997
2022-11-14,024090,디씨엠,KOSPI,,15050,1,400,2.73,14550,15300,14550,38536,578350100,171570000000,11400000,STK,998
2022-11-14,082800,비보존 헬스케어,KOSDAQ,관리종목(소속부없음),733,1,13,1.81,725,740,718,340945,248834574,171553245591,234042627,KSQ,999
2022-11-14,100250,진양홀딩스,KOSPI,,3065,1,10,0.33,3080,3080,3045,72343,221180045,171319069980,55895292,STK,1000
2022-11-14,014160,대영포장,KOSPI,,1580,3,0,0.0,1590,1610,1560,285134,453048250,171263387420,108394549,STK,1001
2022-11-14,037440,희림,KOSDAQ,우량기업부,12300,2,-700,-5.38,12200,12500,11700,2256047,27357374600,171246442500,13922475,KSQ,1002
2022-11-14,082850,우리바이오,KOSDAQ,중견기업부,3570,1,25,0.71,3630,3645,3550,584071,2104270155,171187133460,47951578,KSQ,1003
2022-11-14,183490,엔지켐생명과학,KOSDAQ,기술성장기업부,2030,1,70,3.57,1965,2090,1930,1617996,3284680820,171104798340,84288078,KSQ,1004
2022-11-14,065680,우주일렉트로,KOSDAQ,우량기업부,17200,1,50,0.29,17200,17400,16900,33074,566605750,170868584000,9934220,KSQ,1005
2022-11-14,000390,삼화페인트,KOSPI,,6280,1,10,0.16,6270,6350,6270,23103,145639410,170837785320,27203469,STK,1006
2022-11-14,253840,수젠텍,KOSDAQ,기술성장기업부,10500,2,-200,-1.87,10300,10550,10000,372513,3841728400,170822494500,16268809,KSQ,1007
2022-11-14,214260,라파스,KOSDAQ,기술성장기업부,19700,1,350,1.81,19600,20250,19250,38597,768135800,169763095200,8617416,KSQ,1008
2022-11-14,031980,피에스케이홀딩스,KOSDAQ,벤처기업부,7870,1,90,1.16,7790,7910,7670,19906,154677080,169696048650,21562395,KSQ,1009
2022-11-14,311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,28850,1,1100,3.96,27800,29450,27350,8904,257600550,169599687200,5878672,KSQ,1010
2022-11-14,087010,펩트론,KOSDAQ,기술성장기업부,8220,1,70,0.86,8220,8350,8090,43461,357201340,169552731660,20626853,KSQ,1011
2022-11-14,063570,한국전자금융,KOSDAQ,우량기업부,4965,1,30,0.61,4965,4995,4870,70893,350262960,169543469520,34147728,KSQ,1012
2022-11-14,009270,신원,KOSPI,,1650,1,5,0.3,1645,1675,1625,847769,1403251100,169267487400,102586356,STK,1013
2022-11-14,244460,올리패스,KOSDAQ,기술성장기업부,5930,2,-20,-0.34,5950,6150,5860,138245,829531200,169243421580,28540206,KSQ,1014
2022-11-14,036710,심텍홀딩스,KOSDAQ,우량기업부,3495,2,-95,-2.65,3605,3625,3460,320261,1125430405,168983756775,48350145,KSQ,1015
2022-11-14,005960,동부건설,KOSPI,,7380,1,60,0.82,7380,7530,7310,124780,926470220,168816186360,22874822,STK,1016
2022-11-14,013580,계룡건설,KOSPI,,18900,1,250,1.34,18650,19100,18650,32678,615173750,168794142300,8930907,STK,1017
2022-11-14,006620,동구바이오제약,KOSDAQ,우량기업부,5920,1,60,1.02,5850,5970,5780,48550,285598700,168512752640,28464992,KSQ,1018
2022-11-14,014280,금강공업,KOSPI,,5740,1,20,0.35,5770,5850,5510,51785,298535690,168350509180,29329357,STK,1019
2022-11-14,023600,삼보판지,KOSDAQ,우량기업부,10400,1,50,0.48,10350,10550,10200,32929,343449950,168168000000,16170000,KSQ,1020
2022-11-14,277880,티에스아이,KOSDAQ,기술성장기업부,9020,2,-270,-2.91,9290,9320,9020,168617,1541094230,168163035040,18643352,KSQ,1021
2022-11-14,245620,EDGC,KOSDAQ,기술성장기업부,2000,1,60,3.09,1965,2025,1935,896958,1786183220,168151862000,84075931,KSQ,1022
2022-11-14,171120,라이온켐텍,KOSDAQ,중견기업부,8860,1,110,1.26,8760,8950,8740,31326,277538260,167397083360,18893576,KSQ,1023
2022-11-14,361390,제노코,KOSDAQ,기술성장기업부,22300,1,650,3.0,21700,22300,21650,143470,3151389250,167267594700,7500789,KSQ,1024
2022-11-14,092070,디엔에프,KOSDAQ,우량기업부,14450,2,-100,-0.69,14550,14700,14350,116879,1698241950,167213348100,11571858,KSQ,1025
2022-11-14,085670,뉴프렉스,KOSDAQ,중견기업부,6900,1,370,5.67,6450,6980,6120,3289042,22011543550,167047295700,24209753,KSQ,1026
2022-11-14,023900,풍국주정,KOSDAQ,중견기업부,13250,2,-150,-1.12,13550,13600,13250,33603,449768550,166950000000,12600000,KSQ,1027
2022-11-14,061040,알에프텍,KOSDAQ,중견기업부,5200,2,-80,-1.52,5290,5310,5160,418220,2182085680,166864146800,32089259,KSQ,1028
2022-11-14,334890,이지스밸류리츠,KOSPI,,4540,1,20,0.44,4585,4585,4520,8324,37739775,166823820900,36745335,STK,1029
2022-11-14,372910,한컴라이프케어,KOSPI,,6020,1,70,1.18,5900,6070,5790,239713,1422993960,166599924120,27674406,STK,1030
2022-11-14,056080,유진로봇,KOSDAQ,중견기업부,4440,1,65,1.49,4375,4535,4375,292277,1305347510,166553954880,37512152,KSQ,1031
2022-11-14,039560,다산네트웍스,KOSDAQ,벤처기업부,4575,1,205,4.69,4375,4620,4365,268672,1199693625,166442333850,36380838,KSQ,1032
2022-11-14,014580,태경비케이,KOSPI,,6030,1,160,2.73,5920,6150,5900,911135,5506801390,166326093000,27583100,STK,1033
2022-11-14,033180,KH 필룩스,KOSPI,,1070,1,55,5.42,1015,1105,1010,1381972,1486424845,166133413040,155264872,STK,1034
2022-11-14,038390,레드캡투어,KOSDAQ,우량기업부,19300,2,-100,-0.52,19400,19500,19300,9634,186755000,165776964000,8589480,KSQ,1035
2022-11-14,115160,휴맥스,KOSDAQ,중견기업부,3765,1,25,0.67,3740,4100,3715,2515585,9791167235,165439329585,43941389,KSQ,1036
2022-11-14,306040,에스제이그룹,KOSDAQ,우량기업부,16750,1,350,2.13,16500,16900,16300,35892,598627150,165252619000,9865828,KSQ,1037
2022-11-14,090350,노루페인트,KOSPI,,8230,3,0,0.0,8230,8310,8220,68001,562647440,164600000000,20000000,STK,1038
2022-11-14,002620,제일파마홀딩스,KOSPI,,10300,3,0,0.0,10300,10350,10150,12178,125144050,164525556500,15973355,STK,1039
2022-11-14,092200,디아이씨,KOSPI,,4230,1,175,4.32,4100,4295,4080,503248,2115528700,164498646870,38888569,STK,1040
2022-11-14,004310,현대약품,KOSPI,,5140,1,205,4.15,5100,5200,4985,1344297,6856611920,164480000000,32000000,STK,1041
2022-11-14,168490,한국패러랠,KOSPI,,2055,2,-5,-0.24,2050,2055,2040,29610,60572740,164441100000,80020000,STK,1042
2022-11-14,126600,코프라,KOSDAQ,우량기업부,5560,1,320,6.11,5240,5640,5240,341403,1869998650,164219570640,29535894,KSQ,1043
2022-11-14,001080,만호제강,KOSPI,,39500,2,-2550,-6.06,42000,42600,38500,31672,1261342450,163925000000,4150000,STK,1044
2022-11-14,017550,수산중공업,KOSPI,,3035,2,-15,-0.49,3120,3130,3010,963121,2957964110,163844969705,53985163,STK,1045
2022-11-14,049720,고려신용정보,KOSDAQ,우량기업부,11450,1,100,0.88,11300,11450,11250,210472,2391915400,163735000000,14300000,KSQ,1046
2022-11-14,353590,오토앤,KOSDAQ,중견기업부,12700,1,50,0.4,12800,13500,12650,517856,6745462000,163519739000,12875570,KSQ,1047
2022-11-14,070960,용평리조트,KOSPI,,3390,1,70,2.11,3360,3420,3335,38702,130671905,163171998870,48133333,STK,1048
2022-11-14,000970,한국주철관,KOSPI,,7150,3,0,0.0,7170,7180,7110,30490,217891230,163023575000,22800500,STK,1049
2022-11-14,035290,골드앤에스,KOSDAQ,중견기업부,4500,1,100,2.27,4400,4520,4205,174838,761261145,163007595000,36223910,KSQ,1050
2022-11-14,122350,삼기,KOSDAQ,중견기업부,4250,1,230,5.72,4065,4470,4055,10791895,46550757655,162942569000,38339428,KSQ,1051
2022-11-14,263700,케어랩스,KOSDAQ,중견기업부,8970,1,190,2.16,8880,9070,8650,505142,4477567340,162389776380,18103654,KSQ,1052
2022-11-14,048910,대원미디어,KOSDAQ,우량기업부,12900,3,0,0.0,12900,13350,12800,100023,1310287150,162268403400,12578946,KSQ,1053
2022-11-14,126880,제이엔케이히터,KOSDAQ,우량기업부,6990,1,220,3.25,6870,7100,6810,1805818,12586436600,162202271970,23204903,KSQ,1054
2022-11-14,282690,동아타이어,KOSPI,,11800,1,100,0.85,11700,11950,11700,31576,373712600,162049577000,13733015,STK,1055
2022-11-14,109740,디에스케이,KOSDAQ,벤처기업부,5990,1,260,4.54,5730,6080,5670,54656,323933900,161879210900,27024910,KSQ,1056
2022-11-14,258830,세종메디칼,KOSDAQ,벤처기업부,2950,1,140,4.98,2850,3030,2810,4963970,14667244820,161761229250,54834315,KSQ,1057
2022-11-14,251120,바이오에프디엔씨,KOSDAQ,기술성장기업부,18600,1,250,1.36,18350,18600,18100,18475,339954000,161740020000,8695700,KSQ,1058
2022-11-14,378800,샤페론,KOSDAQ,기술성장기업부,7270,2,-40,-0.55,7310,7400,7260,582895,4267872330,161679572870,22239281,KSQ,1059
2022-11-14,259630,엠플러스,KOSDAQ,벤처기업부,13150,2,-1050,-7.39,13600,13750,12850,312941,4131653450,161513586300,12282402,KSQ,1060
2022-11-14,067290,JW신약,KOSDAQ,중견기업부,3495,1,65,1.9,3430,3510,3400,217072,753420465,161215392315,46127437,KSQ,1061
2022-11-14,045970,코아시아,KOSDAQ,중견기업부,6120,2,-60,-0.97,6090,6240,6090,39329,242362420,161047041120,26314876,KSQ,1062
2022-11-14,064820,케이프,KOSDAQ,중견기업부,5210,2,-40,-0.76,5240,5320,5180,144839,760844780,160998002880,30901728,KSQ,1063
2022-11-14,067900,와이엔텍,KOSDAQ,우량기업부,8840,1,120,1.38,8770,9440,8750,503200,4595557610,160884985560,18199659,KSQ,1064
2022-11-14,033530,세종공업,KOSPI,,5780,1,190,3.4,5630,5780,5580,284615,1620064040,160805154580,27820961,STK,1065
2022-11-14,040910,아이씨디,KOSDAQ,우량기업부,8900,1,20,0.23,8900,8920,8820,12150,107752870,160782175700,18065413,KSQ,1066
2022-11-14,357230,에이치피오,KOSDAQ,벤처기업부,8030,1,70,0.88,7990,8170,7980,27454,222098490,160103424800,19938160,KSQ,1067
2022-11-14,013570,디와이,KOSPI,,6080,1,150,2.53,5920,6320,5900,530209,3279623300,160023368640,26319633,STK,1068
2022-11-14,203650,드림시큐리티,KOSDAQ,벤처기업부,3155,1,240,8.23,2915,3360,2915,9274667,29870793615,159661153870,50605754,KSQ,1069
2022-11-14,012030,DB,KOSPI,,790,1,6,0.77,788,792,780,293603,230670720,158927407070,201173933,STK,1070
2022-11-14,094280,효성ITX,KOSPI,,13750,1,150,1.1,13600,13850,13600,4047,55624900,158925250000,11558200,STK,1071
2022-11-14,061250,화일약품,KOSDAQ,중견기업부,2335,1,25,1.08,2365,2395,2320,1412791,3334190705,158901434010,68052006,KSQ,1072
2022-11-14,033100,제룡전기,KOSDAQ,벤처기업부,9860,2,-110,-1.1,10000,10050,9710,306859,3011829890,158375352740,16062409,KSQ,1073
2022-11-14,060570,드림어스컴퍼니,KOSDAQ,중견기업부,2775,1,20,0.73,2760,2780,2745,31009,85736140,157786075425,56859847,KSQ,1074
2022-11-14,370090,퓨런티어,KOSDAQ,기술성장기업부,19800,2,-150,-0.75,20050,20300,19750,67606,1353031650,157726404000,7965980,KSQ,1075
2022-11-14,176750,듀켐바이오,KONEX,일반기업부,5830,2,-70,-1.19,5890,5890,5650,649,3685110,157557032600,27025220,KNX,1076
2022-11-14,026150,특수건설,KOSDAQ,중견기업부,8970,2,-20,-0.22,8970,9090,8930,108203,974439740,157390589070,17546331,KSQ,1078
2022-11-14,050110,캠시스,KOSDAQ,중견기업부,2125,1,35,1.67,2100,2165,2090,2442875,5213568890,156876250750,73824118,KSQ,1079
2022-11-14,308080,바이젠셀,KOSDAQ,기술성장기업부,8250,2,-50,-0.6,8300,8450,8170,180201,1498997540,156799995000,19006060,KSQ,1080
2022-11-14,094360,칩스앤미디어,KOSDAQ,벤처기업부,16250,3,0,0.0,16300,16450,16150,95320,1555005650,156655118750,9640315,KSQ,1081
2022-11-14,119830,아이텍,KOSDAQ,중견기업부,8040,2,-480,-5.63,8530,8530,8040,184239,1521830760,156486805320,19463533,KSQ,1082
2022-11-14,079810,디이엔티,KOSDAQ,중견기업부,10150,3,0,0.0,10200,10300,10050,206041,2087093450,156385536300,15407442,KSQ,1083
2022-11-14,089890,코세스,KOSDAQ,우량기업부,9420,1,710,8.15,8810,10350,8810,2935832,28193045150,156230342040,16584962,KSQ,1084
2022-11-14,042370,비츠로테크,KOSDAQ,우량기업부,5950,1,40,0.68,5910,5970,5800,71481,423183140,155890148750,26200025,KSQ,1085
2022-11-14,195990,에이비프로바이오,KOSDAQ,중견기업부,569,1,12,2.15,558,575,557,1120525,632587750,155729451249,273689721,KSQ,1086
2022-11-14,084730,팅크웨어,KOSDAQ,우량기업부,14850,2,-150,-1.0,14950,15100,14850,17452,261201550,154821377700,10425682,KSQ,1088
2022-11-14,299660,셀리드,KOSDAQ,기술성장기업부,15900,1,350,2.25,15550,16350,15250,93641,1495276950,154725952800,9731192,KSQ,1089
2022-11-14,065660,안트로젠,KOSDAQ,기술성장기업부,15850,2,-450,-2.76,16300,16450,15650,40269,641644100,154242262050,9731373,KSQ,1090
2022-11-14,122640,예스티,KOSDAQ,벤처기업부,8530,2,-10,-0.12,8940,8940,8450,36539,312150050,153982280500,18051850,KSQ,1091
2022-11-14,054930,유신,KOSDAQ,벤처기업부,51200,2,-2600,-4.83,54000,54300,50600,290558,15012695000,153600000000,3000000,KSQ,1092
2022-11-14,008040,사조동아원,KOSPI,,1085,1,5,0.46,1080,1110,1075,1720196,1885953750,153141891000,141144600,STK,1093
2022-11-14,171090,선익시스템,KOSDAQ,중견기업부,16550,1,400,2.48,16300,16750,16050,579389,9546053400,153100260050,9250771,KSQ,1094
2022-11-14,078150,HB테크놀러지,KOSDAQ,우량기업부,1935,2,-10,-0.51,1950,1955,1920,323019,625869230,152846474310,78990426,KSQ,1095
2022-11-14,100840,SNT에너지,KOSPI,,20300,2,-800,-3.79,21150,21150,20250,95665,1955945850,152386233300,7506711,STK,1096
2022-11-14,144960,뉴파워프라즈마,KOSDAQ,투자주의환기종목(소속부없음),3485,2,-80,-2.24,3600,3600,3465,112571,394799510,152268794640,43692624,KSQ,1097
2022-11-14,264450,유비쿼스,KOSDAQ,우량기업부,14850,2,-100,-0.67,14950,15100,14700,25626,381744150,152148734100,10245706,KSQ,1098
2022-11-14,002170,삼양통상,KOSPI,,50700,1,100,0.2,50700,51000,50300,1309,66253300,152100000000,3000000,STK,1099
2022-11-14,057680,티사이언티픽,KOSDAQ,중견기업부,2740,2,-105,-3.69,2820,2840,2660,552389,1497864805,151928766700,55448455,KSQ,1100
2022-11-14,092730,네오팜,KOSDAQ,우량기업부,18500,1,50,0.27,18550,18700,18350,8778,162906050,151836178500,8207361,KSQ,1101
2022-11-14,166480,코아스템,KOSDAQ,기술성장기업부,9530,1,110,1.17,9380,9650,9380,32230,307725170,151833227490,15932133,KSQ,1102
